2Theta,Count
50.6137975626,14064.8414894
50.6545074589,15537.0120536
50.675524399,16666.0678898
50.7064868554,17814.6514073
50.7219680836,18612.4423611
50.7337223494,18980.2847692
50.7665613183,20361.6864979
50.7864657546,21200.636254
50.8071073922,22435.3426876
50.8343428862,23086.9610119
50.8653053426,23665.3732497
50.8872370825,23418.9876144
50.9110323036,23248.1955318
50.9408152379,23030.002855
50.9691974896,22765.2522695
51.0027401506,22530.7479618
51.0362828117,22544.774759
51.0550479368,22550.1545706
51.073846571,22595.8845293
51.0919080039,22287.1306619
51.1022288227,21353.5981312
51.1118124402,20551.3058345
51.1195530543,20235.5005521
51.1317168764,19464.8632396
51.1442492992,18752.5095066
51.1611379118,18050.3678469
51.1714587306,17754.8510183
51.2016839857,17143.3039628
51.2352266467,15512.5753506
51.2661891031,13972.2152195
51.3292868362,12732.9769279
51.3860513396,12186.0924861
51.4358124302,11652.4237098
51.4848363195,10641.6800251
51.5401264202,10561.1498883
51.598826077,10671.8184732
51.6553299537,11004.6093352
51.7282207364,11327.1410541
51.7814221,11935.7064853
51.8304459892,12544.8849661
51.8915108338,13687.7946494
51.9233072957,14496.4987532
51.9516895474,15305.0608352
51.9749113897,15515.3708185
52.0007134367,15668.5888675
52.0364677018,16584.2111546
52.0732356187,17484.0704198
52.1171251613,17779.5486995
52.1495067303,18090.9673885
52.1821893231,18381.5786807
52.2269128712,18440.808931
52.2626057029,17929.8317247
52.2993019475,17443.1840801
52.3405852227,16965.0696968
52.3964896578,17055.0007858
52.4468036494,17177.6586156
52.4875708837,16107.0379943
52.5288541589,14850.86828
52.5586437949,14016.0500955
52.6081837251,12814.0622272
52.6616308225,11651.4166116
52.7046342341,10982.321134
52.7730096586,10316.198492
52.8445181888,9671.66798332
52.9141837157,9045.53912733
53.0105113578,8647.13622755
53.11058644,8257.70891762
53.2058328535,7910.46641285
53.3193618602,7767.51277134
53.4380512764,7597.29161488
53.5644813066,7593.85788239
53.690944846,7579.96655516
53.8440369914,7345.67154168
53.9807878405,7300.6160661
54.1306608734,7220.72957898
54.2906335647,7305.68993142
54.4402854372,7159.60300902
54.6021011319,7192.9277332
54.7755135708,7172.70105437
54.9432268762,7004.43589909
55.1092200451,7039.29032774
55.2743531458,6923.64712285
55.4401899387,6965.8597355
55.5900875451,6916.95591007
55.7538132614,6887.92972206
55.8962405608,6859.48370105
56.0402159829,6700.7275321
56.1847074461,6803.91732505
56.3188780904,6733.672969
56.4429263932,6696.41791483
56.5693564234,6819.79928115
56.6923461808,6765.34191899
56.8032949828,6717.22674249
56.9292089721,6700.54370793
57.0596936097,6718.91899448
57.1823706149,6725.50328801
57.3165412593,6734.72531241
57.4624088316,6873.0589486
57.5991596806,6757.14595045
57.7539719625,6822.19065445
57.9077521625,6863.1869677
58.0577726357,6735.19634109
58.2141330405,6805.81840771
58.3723855953,6837.2881572
58.5251337135,6860.59339013
58.67699719,6852.56485056
58.8197685167,6792.33554759
58.9642599798,6911.91528151
59.10531117,6876.17176142
59.2317412003,6855.52031316
59.3722450743,6850.35410656
59.5004443878,6832.3305148
59.6445672502,6982.98377584
59.7802860174,6914.54212934
59.9247774805,6882.80463048
60.0641085342,6894.45969961
60.1986477792,6941.71556704
60.3500197882,7035.73279769
60.4875078386,6952.69183164
60.628313295,6886.8622745
60.7842983972,7023.79908021
60.9095556071,6946.06517387
61.0662108924,7083.21475633
61.190060718,7010.88563412
61.3159747072,6976.91866181
61.4492852833,7113.94093922
61.5731351089,7020.85122511
61.7253671861,7098.45357936
61.8466368069,6988.48584374
62.0032920922,7074.3228491
62.1385685386,7108.17577244
62.293756123,7086.24447844
62.4440530467,7072.52487765
62.600708332,7045.63314617
62.7539724911,7010.73416076
62.9268462059,6995.98750605
63.0816584878,6999.4457652
63.2390509744,7016.83516759
63.3805936322,6930.95681728
63.5405663235,7027.50601687
63.6809294591,6946.19523153
63.835741741,7064.38307746
63.9754598254,7037.10329917
64.1162099918,7021.0082913
64.2387328549,7035.45519517
64.3796120314,7044.34365699
64.5189430851,7178.27761904
64.6593062208,7091.80151898
64.811538298,7199.03821094
64.9641389759,7262.54824674
65.1008898249,7156.56854615
65.2543014243,7235.84712245
65.3938670421,7117.61301032
65.5493243752,7169.75055917
65.7025885343,7198.62334406
65.8723660034,7207.38917258
66.02975849,7231.73188325
66.1613489297,7110.803183
66.3151291297,7213.98193895
66.4526171801,7128.44345809
66.5790472103,7045.87445507
66.7364396969,7171.53680082
66.8593680208,7096.82202289
67.0139457387,7205.93221726
67.1352153595,7152.45183375
67.2611293488,7141.92744368
67.3849791743,7124.03279208
67.5062487952,7102.09062831
67.6662214865,7232.7441495
67.7919143154,7143.12022774
67.9150269396,7077.36845515
68.0646788121,7216.8638375
68.1833682282,7141.50567271
68.3214091796,7118.97793492
68.4452590051,7100.28861951
68.5802897177,7061.17677136
68.7342419314,7172.89979832
68.8691162679,7076.22149931
69.0265087545,7169.35229557
69.1606793989,7079.6386763
69.3136486774,7175.88479644
69.4813619828,7235.29082116
69.625853446,7119.45140299
69.7853100963,7197.8508737
69.9504431971,7223.17771664
70.105255479,7254.44920895
70.2514670786,7304.18110116
70.3964500093,7205.65867333
70.5414106005,7304.56354718
70.6833218589,7203.59954869
70.82670752,7309.00672695
70.954611953,7229.05331709
71.0991034161,7318.43582644
71.2335086245,7342.46972416
71.3681953098,7230.1130918
71.4997857494,7318.90941396
71.6270758479,7217.80643105
71.7804807454,7279.22564867
71.913176987,7301.77265741
72.0668164486,7344.59174748
72.1989229292,7390.94468341
72.3445201943,7287.88715924
72.4964506892,7376.64118087
72.6228807194,7302.34992581
72.7786312576,7449.5790102
72.920542516,7524.43437846
73.0314913181,7455.16127816
73.1848701529,7717.20275778
73.3058270217,7796.46437778
73.4224891341,7892.08156426
73.5205369127,8120.48609141
73.6321424941,8584.13161791
73.7234817404,8960.87584124
73.8015580644,9472.00890062
73.8878776398,10435.6368703
73.9394147155,11070.5161699
73.9918788777,11714.6925603
74.0678776343,12822.4539038
74.0839322413,12795.4555008
74.1359663694,13538.2157817
74.1966011798,14476.4954476
74.2463622704,14940.2858407
74.2813123159,15599.1053907
74.3215635092,15933.4170896
74.3713245998,15938.8567526
74.4120801058,15490.4848695
74.4582780566,15150.4247637
74.5131504099,14795.3343115
74.5624758815,13912.6891707
74.626980999,13850.7225626
74.6721345812,13048.7896691
74.734059494,12203.0613571
74.8038478877,11508.2993131
74.8830970321,10414.9708582
74.9806287697,9872.17763857
75.0735161388,9322.75591371
75.1920765447,9060.15386364
75.3099058926,8802.51151312
75.4167263672,8569.10109454
75.542854815,8753.27911538
75.6682527634,8920.75451219
75.7862971283,9359.19003184
75.8783244293,9421.65126092
75.9740786925,9980.1505754
76.0522220348,10526.6571314
76.1244677664,11190.0934909
76.2013578664,11864.8979576
76.25215923,12542.8317537
76.3063435287,13370.7905
76.3760090556,14103.5367498
76.4264403292,14436.1494837
76.4773563686,14778.9349103
76.5296055138,14844.2463417
76.5880901536,15127.9012597
76.6385474899,14911.1727856
76.7013324709,14697.2103738
76.7527154045,14191.2709145
76.8032874166,13656.5455646
76.8713631204,12814.4878285
76.9332880331,12101.8657038
77.0003733553,11467.7656831
77.0780140603,10839.9968854
77.1674611565,10226.4726891
77.2680891398,9792.35079584
77.3807580783,9333.0134516
77.5071881085,9054.09626687
77.6439389575,8773.29052928
77.7781096019,8493.59549903
77.931373761,8419.95665314
78.0700011225,8359.30417238
78.2364243256,8215.85999766
78.3933007713,8071.33174455
78.5581993079,8109.38151397
78.7155917945,8140.18086807
78.8549228483,7991.51251463
79.0101037308,8082.03253546
79.1512777879,8004.19192223
79.2794279546,7926.93702901
79.4220764144,8010.02985143
79.5387016668,7917.56679351
79.6522306735,7916.41097462
79.7412477356,7881.49727321
79.8011084846,7846.30642053
79.8390743538,7775.43137892
79.8652450014,7842.37514722
79.8652450014,7842.37514722
79.8390743538,7775.43137892
79.8011084846,7846.30642053
79.7412477356,7881.49727321
79.6522306735,7916.41097462
